item_id,word,word_clean,word_english,category,category_english,questionnaire,raw_column_8_18,raw_column_19_36,is_duplicate_raw_column,notes,in_8_18,in_19_36
item_0420,उठाना,उठाना,pick up/lift,क्रिया शब्द,action words,8_18;19_36,उठाना ,उठाना ,False,,True,True
item_0421,उतरना,उतरना,get down,क्रिया शब्द,action words,8_18;19_36,उतरना ,उतरना ,False,,True,True
item_0422,कपड़े पहनना,कपड़े पहनना,wear clothes,क्रिया शब्द,action words,8_18;19_36,कपड़े पहनना ,कपड़े पहनना ,False,,True,True
item_0423,कहना,कहना,say,क्रिया शब्द,action words,8_18;19_36,कहना ,कहना ,False,,True,True
item_0424,कहानियाँ,कहानियाँ,stories,क्रिया शब्द,action words,8_18,कहानियाँ,,False,,True,False
item_0425,काटना,काटना,cut,क्रिया शब्द,action words,8_18;19_36,काटना ,काटना ,False,,True,True
item_0426,काम करना,काम करना,work,क्रिया शब्द,action words,8_18;19_36,काम करना ,काम करना ,False,,True,True
item_0427,कूदना,कूदना,jump,क्रिया शब्द,action words,8_18;19_36,कूदना,कूदना,False,,True,True
item_0428,खड़ा होना,खड़ा होना,stand,क्रिया शब्द,action words,8_18;19_36,खड़ा होना ,खड़ा होना ,False,,True,True
item_0429,खांसी,खांसी,cough,क्रिया शब्द,action words,8_18,खांसी,,False,,True,False
item_0430,छींक,छींक,sneeze,क्रिया शब्द,action words,8_18,छींक ,,False,,True,False
item_0431,खाना,खाना,eat,क्रिया शब्द,action words,8_18;19_36,खाना ,खाना ,False,,True,True
item_0432,खींचना,खींचना,pull,क्रिया शब्द,action words,8_18;19_36,खींचना ,खींचना ,False,,True,True
item_0433,खेलना,खेलना,play,क्रिया शब्द,action words,8_18;19_36,खेलना ,खेलना ,False,,True,True
item_0434,खोलना,खोलना,open,क्रिया शब्द,action words,8_18;19_36,खोलना ,खोलना ,False,,True,True
item_0435,गले लगाना,गले लगाना,hug,क्रिया शब्द,action words,8_18;19_36,गले लगाना ,गले लगाना ,False,,True,True
item_0436,गाड़ी चलाना,गाड़ी चलाना,drive,क्रिया शब्द,action words,8_18;19_36,गाड़ी चलाना ,गाड़ी चलाना  ,False,,True,True
item_0437,गाना,गाना,sing/song,क्रिया शब्द,action words,8_18;19_36,गाना ,गाना ,True,,True,True
item_0438,गिरना,गिरना,fall,क्रिया शब्द,action words,8_18;19_36,गिरना ,गिरना ,False,,True,True
item_0439,गिराना,गिराना,drop/make fall,क्रिया शब्द,action words,8_18;19_36,गिराना ,गिराना ,False,,True,True
item_0440,चढ़ना,चढ़ना,climb,क्रिया शब्द,action words,8_18;19_36,चढ़ना ,चढ़ना ,False,,True,True
item_0441,चलना,चलना,walk/go,क्रिया शब्द,action words,8_18;19_36,चलना ,चलना ,False,,True,True
item_0442,चिल्लाना,चिल्लाना,shout,क्रिया शब्द,action words,8_18;19_36,चिल्लाना ,चिल्लाना ,False,,True,True
item_0443,चुम्बन लेना,चुम्बन लेना,kiss,क्रिया शब्द,action words,8_18;19_36,चुम्बन लेना ,चुम्बन लेना ,False,,True,True
item_0444,जाना,जाना,go,क्रिया शब्द,action words,8_18;19_36,जाना ,जाना ,False,,True,True
item_0445,झुकना,झुकना,bend,क्रिया शब्द,action words,8_18;19_36,झुकना ,झुकना ,False,,True,True
item_0446,ढूंढना,ढूंढना,search/find,क्रिया शब्द,action words,8_18;19_36,ढूंढना ,ढूंढना ,False,,True,True
item_0447,ताली बजाना,ताली बजाना,clap,क्रिया शब्द,action words,8_18;19_36,ताली बजाना ,ताली बजाना ,False,,True,True
item_0448,तोड़ना,तोड़ना,break,क्रिया शब्द,action words,8_18;19_36,तोड़ना ,तोड़ना ,False,,True,True
item_0449,थप्पड़ मारना,थप्पड़ मारना,slap,क्रिया शब्द,action words,8_18;19_36,थप्पड़ मारना ,थप्पड़ मारना ,False,,True,True
item_0450,दिखाना,दिखाना,show,क्रिया शब्द,action words,8_18;19_36,दिखाना ,दिखाना ,False,,True,True
item_0451,देखना,देखना,see/look,क्रिया शब्द,action words,8_18;19_36,देखना ,देखना ,False,,True,True
item_0452,दौड़ना,दौड़ना,run,क्रिया शब्द,action words,8_18;19_36,दौड़ना ,दौड़ना ,False,,True,True
item_0453,नहाना,नहाना,bathe,क्रिया शब्द,action words,8_18,नहाना ,,False,,True,False
item_0454,नाचना,नाचना,dance,क्रिया शब्द,action words,8_18;19_36,नाचना ,नाचना ,False,,True,True
item_0455,पकड़ना,पकड़ना,catch/hold,क्रिया शब्द,action words,8_18;19_36,पकड़ना ,पकड़ना ,False,,True,True
item_0456,पढ़ना,पढ़ना,read/study,क्रिया शब्द,action words,8_18;19_36,पढ़ना ,पढ़ना ,False,,True,True
item_0457,पसंद करना,पसंद करना,like,क्रिया शब्द,action words,8_18;19_36,पसंद करना ,पसंद करना ,False,,True,True
item_0458,प्यार करना,प्यार करना,love,क्रिया शब्द,action words,8_18;19_36,प्यार करना ,प्यार करना ,False,,True,True
item_0459,प्रार्थना करना,प्रार्थना करना,pray,क्रिया शब्द,action words,8_18;19_36,प्रार्थना करना ,प्रार्थना करना ,False,,True,True
item_0460,फूंक मारना,फूंक मारना,blow,क्रिया शब्द,action words,8_18;19_36,फूंक मारना ,फूंक मारना ,False,,True,True
item_0461,फेंकना,फेंकना,throw,क्रिया शब्द,action words,8_18;19_36,फेंकना ,फेंकना ,False,,True,True
item_0462,बंद करना,बंद करना,close/turn off,क्रिया शब्द,action words,8_18;19_36,बंद करना ,बंद करना ,False,,True,True
item_0463,बाहर निकालना,बाहर निकालना,take out,क्रिया शब्द,action words,8_18;19_36,बाहर निकालना ,बाहर निकालना ,False,,True,True
item_0464,बैठना,बैठना,sit,क्रिया शब्द,action words,8_18;19_36,बैठना ,बैठना ,False,,True,True
item_0465,ब्रश करना,ब्रश करना,brush,क्रिया शब्द,action words,8_18;19_36,ब्रश करना ,ब्रश करना ,False,,True,True
item_0466,मत जाना,मत जाना,do not go,क्रिया शब्द,action words,8_18;19_36,मत जाना ,मत जाना ,False,,True,True
item_0467,मारना,मारना,hit,क्रिया शब्द,action words,8_18;19_36,मारना ,मारना ,False,,True,True
item_0468,मिलाना,मिलाना,mix/meet,क्रिया शब्द,action words,8_18;19_36,मिलाना ,मिलाना ,False,,True,True
item_0469,मुँह खोलना,मुँह खोलना,open mouth,क्रिया शब्द,action words,8_18;19_36,मुँह खोलना ,मुँह खोलना ,False,,True,True
item_0470,रखना,रखना,keep/put,क्रिया शब्द,action words,8_18;19_36,रखना ,रखना ,True,,True,True
item_0471,रुकना,रुकना,stop,क्रिया शब्द,action words,8_18;19_36,रुकना ,रुकना ,False,,True,True
item_0472,रेंगना,रेंगना,crawl,क्रिया शब्द,action words,8_18;19_36,रेंगना ,रेंगना ,True,,True,True
item_0473,रोना,रोना,cry,क्रिया शब्द,action words,8_18;19_36,रोना ,रोना ,False,,True,True
item_0474,लात मारना,लात मारना,kick,क्रिया शब्द,action words,8_18;19_36,लात मारना ,लात मारना ,False,,True,True
item_0475,लाना,लाना,bring,क्रिया शब्द,action words,8_18;19_36,लाना ,लाना ,False,,True,True
item_0476,लिखना,लिखना,write,क्रिया शब्द,action words,8_18;19_36,लिखना ,लिखना ,False,,True,True
item_0477,लेटना,लेटना,lie down,क्रिया शब्द,action words,8_18;19_36,लेटना ,लेटना ,False,,True,True
item_0478,लेना,लेना,take,क्रिया शब्द,action words,8_18;19_36,लेना ,लेना ,False,,True,True
item_0479,शैतान होना,शैतान होना,be naughty,क्रिया शब्द,action words,8_18;19_36,शैतान होना ,शैतान होना ,False,,True,True
item_0480,शोर मचाना,शोर मचाना,make noise,क्रिया शब्द,action words,8_18;19_36,शोर मचाना ,शोर मचाना ,False,,True,True
item_0481,समाप्त करना,समाप्त करना,finish,क्रिया शब्द,action words,8_18;19_36,समाप्त करना ,समाप्त करना ,False,,True,True
item_0482,सवारी करना,सवारी करना,ride,क्रिया शब्द,action words,8_18;19_36,सवारी करना,सवारी करना,False,,True,True
item_0483,साझा करना,साझा करना,share,क्रिया शब्द,action words,8_18;19_36,साझा करना ,साझा करना ,False,,True,True
item_0484,साफ करना,साफ करना,clean,क्रिया शब्द,action words,8_18;19_36,साफ करना ,साफ करना ,False,,True,True
item_0485,सुनना,सुनना,listen/hear,क्रिया शब्द,action words,8_18;19_36,सुनना ,सुनना ,False,,True,True
item_0486,सोना,सोना,sleep,क्रिया शब्द,action words,8_18;19_36,सोना ,सोना ,False,,True,True
item_0487,हंसना,हंसना,laugh,क्रिया शब्द,action words,8_18;19_36,हंसना ,हंसना ,False,,True,True
item_0488,हाथ मिलाना,हाथ मिलाना,shake hands,क्रिया शब्द,action words,8_18;19_36,हाथ मिलाना ,हाथ मिलाना ,False,,True,True
item_0489,इंतजार करना,इंतजार करना,wait,क्रिया शब्द,action words,19_36,,इंतजार करना ,False,,False,True
item_0490,कविता,कविता,poem,क्रिया शब्द,action words,19_36,,कविता,False,,False,True
item_0491,कहानियाँ सुनाना,कहानियाँ सुनाना,tell stories,क्रिया शब्द,action words,19_36,,कहानियाँ सुनाना ,False,,False,True
item_0492,कुल्ला करना,कुल्ला करना,rinse mouth,क्रिया शब्द,action words,19_36,,कुल्ला करना ,False,,False,True
item_0493,खांसी आना,खांसी आना,cough,क्रिया शब्द,action words,19_36,,खांसी आना ,False,,False,True
item_0494,गुड़िया खेलना,गुड़िया खेलना,play with doll,क्रिया शब्द,action words,19_36,,गुड़िया खेलना ,False,,False,True
item_0495,चित्र बनाना,चित्र बनाना,draw a picture,क्रिया शब्द,action words,19_36,,चित्र बनाना ,False,,False,True
item_0496,चुटकी लेना,चुटकी लेना,pinch,क्रिया शब्द,action words,19_36,,चुटकी लेना ,False,,False,True
item_0497,छींक आना,छींक आना,sneeze,क्रिया शब्द,action words,19_36,,छींक आना ,False,,False,True
item_0498,देना,देना,give,क्रिया शब्द,action words,19_36,,देना ,False,,False,True
item_0499,धमाका करना,धमाका करना,make a bang,क्रिया शब्द,action words,19_36,,धमाका करना ,False,,False,True
item_0500,धोना,धोना,wash,क्रिया शब्द,action words,19_36,,धोना ,False,,False,True
item_0501,पकाना,पकाना,cook,क्रिया शब्द,action words,19_36,,पकाना ,False,,False,True
item_0502,फटना,फटना,burst/tear,क्रिया शब्द,action words,19_36,,फटना ,False,,False,True
item_0503,बनाना,बनाना,make,क्रिया शब्द,action words,19_36,,बनाना ,False,,False,True
item_0504,शुरू करना,शुरू करना,start,क्रिया शब्द,action words,19_36,,शुरू करना ,False,,False,True
item_0505,सजना,सजना,get dressed/decorate,क्रिया शब्द,action words,19_36,,सजना ,False,,False,True
item_0506,सोचना,सोचना,think,क्रिया शब्द,action words,19_36,,सोचना ,False,,False,True
item_0507,स्नेह करना,स्नेह करना,show affection,क्रिया शब्द,action words,19_36,,स्नेह करना ,False,,False,True
item_0508,होना,होना,be/happen,क्रिया शब्द,action words,19_36,,होना ,False,,False,True
item_0509,अंधेरा,अंधेरा,dark,विस्तृत शब्द,descriptive words,8_18;19_36,अंधेरा ,अंधेरा ,False,,True,True
item_0510,अच्छा,अच्छा,good,विस्तृत शब्द,descriptive words,8_18;19_36,अच्छा,अच्छा,False,,True,True
item_0511,आरामसे,आरामसे,gently/comfortably,विस्तृत शब्द,descriptive words,8_18;19_36,आरामसे ,आरामसे ,False,,True,True
item_0512,खट्टा,खट्टा,sour,विस्तृत शब्द,descriptive words,8_18;19_36,खट्टा ,खट्टा ,False,,True,True
item_0513,खाली,खाली,empty,विस्तृत शब्द,descriptive words,8_18;19_36,खाली,खाली,False,,True,True
item_0514,खुश,खुश,happy,विस्तृत शब्द,descriptive words,8_18;19_36,खुश ,खुश ,False,,True,True
item_0515,गंदा,गंदा,dirty,विस्तृत शब्द,descriptive words,8_18;19_36,गंदा ,गंदा ,False,,True,True
item_0516,गरम,गरम,hot,विस्तृत शब्द,descriptive words,8_18;19_36,गरम ,गरम ,False,,True,True
item_0517,गलत,गलत,wrong,विस्तृत शब्द,descriptive words,8_18;19_36,गलत ,गलत ,False,,True,True
item_0518,गलती,गलती,mistake,विस्तृत शब्द,descriptive words,8_18;19_36,गलती ,गलती ,False,,True,True
item_0519,गीला,गीला,wet,विस्तृत शब्द,descriptive words,8_18;19_36,गीला ,गीला ,False,,True,True
item_0520,गुस्से में,गुस्से में,angry,विस्तृत शब्द,descriptive words,8_18;19_36,गुस्से में ,गुस्से में ,False,,True,True
item_0521,गोल,गोल,round,विस्तृत शब्द,descriptive words,8_18;19_36,गोल ,गोल ,False,,True,True
item_0522,चमकीला,चमकीला,shiny,विस्तृत शब्द,descriptive words,8_18;19_36,चमकीला ,चमकीला ,False,,True,True
item_0523,छिपा,छिपा,hidden,विस्तृत शब्द,descriptive words,8_18;19_36,छिपा ,छिपा ,False,,True,True
item_0524,छोटा,छोटा,small,विस्तृत शब्द,descriptive words,8_18;19_36,छोटा ,छोटा ,False,,True,True
item_0525,जल्दी,जल्दी,quickly/soon,विस्तृत शब्द,descriptive words,8_18;19_36,जल्दी ,जल्दी ,False,,True,True
item_0526,ऊब जाना,ऊब जाना,get bored,विस्तृत शब्द,descriptive words,8_18;19_36,ऊब जाना ,ऊब जाना ,False,,True,True
item_0527,ज़िद्दी,ज़िद्दी,stubborn,विस्तृत शब्द,descriptive words,8_18;19_36,ज़िद्दी ,ज़िद्दी ,False,,True,True
item_0528,टिका,टिका,stuck/fixed,विस्तृत शब्द,descriptive words,8_18;19_36,टिका ,टिका ,False,,True,True
item_0529,ठंडा,ठंडा,cold drink/cold,विस्तृत शब्द,descriptive words,8_18,ठंडा ,,False,,True,False
item_0530,डर,डर,fear,विस्तृत शब्द,descriptive words,8_18;19_36,डर ,डर ,False,,True,True
item_0531,डरपोक,डरपोक,scared/cowardly,विस्तृत शब्द,descriptive words,8_18;19_36,डरपोक ,डरपोक ,False,,True,True
item_0532,तंग,तंग,tight/narrow,विस्तृत शब्द,descriptive words,8_18;19_36,तंग ,तंग ,False,,True,True
item_0533,थका,थका,tired,विस्तृत शब्द,descriptive words,8_18;19_36,थका ,थका  ,False,,True,True
item_0534,नीचे,नीचे,down/below,विस्तृत शब्द,descriptive words,8_18;19_36,नीचे ,नीचे ,True,,True,True
item_0535,बड़ा,बड़ा,big,विस्तृत शब्द,descriptive words,8_18;19_36,बड़ा ,बड़ा ,False,,True,True
item_0536,बहुत,बहुत,very/much,विस्तृत शब्द,descriptive words,8_18;19_36,बहुत ,बहुत ,True,,True,True
item_0537,भारी,भारी,heavy,विस्तृत शब्द,descriptive words,8_18;19_36,भारी ,भारी ,False,,True,True
item_0538,मिठा,मिठा,sweet,विस्तृत शब्द,descriptive words,8_18;19_36,मिठा ,मिठा ,False,,True,True
item_0539,शांत,शांत,quiet/calm,विस्तृत शब्द,descriptive words,8_18;19_36,शांत ,शांत ,False,,True,True
item_0540,शैतान,शैतान,naughty,विस्तृत शब्द,descriptive words,8_18;19_36,शैतान ,शैतान ,False,,True,True
item_0541,साफ,साफ,clean,विस्तृत शब्द,descriptive words,8_18;19_36,साफ ,साफ ,False,,True,True
item_0542,सुंदर,सुंदर,beautiful,विस्तृत शब्द,descriptive words,8_18;19_36,सुंदर ,सुंदर ,False,,True,True
item_0543,अधिक,अधिक,more,विस्तृत शब्द,descriptive words,19_36,,अधिक ,True,,False,True
item_0544,उदास,उदास,sad,विस्तृत शब्द,descriptive words,19_36,,उदास ,False,,False,True
item_0545,काला,काला,black,विस्तृत शब्द,descriptive words,19_36,,काला ,False,,False,True
item_0546,कुछ,कुछ,some,विस्तृत शब्द,descriptive words,19_36,,कुछ ,True,,False,True
item_0547,गुलाबी,गुलाबी,pink,विस्तृत शब्द,descriptive words,19_36,,गुलाबी ,False,,False,True
item_0548,तला हुआ,तला हुआ,fried,विस्तृत शब्द,descriptive words,19_36,,तला हुआ ,False,,False,True
item_0549,ताजा,ताजा,fresh,विस्तृत शब्द,descriptive words,19_36,,ताजा ,False,,False,True
item_0550,तेज़,तेज़,fast/sharp,विस्तृत शब्द,descriptive words,19_36,,तेज़ ,False,,False,True
item_0551,धीमा,धीमा,slow,विस्तृत शब्द,descriptive words,19_36,,धीमा ,False,,False,True
item_0552,नया,नया,new,विस्तृत शब्द,descriptive words,19_36,,नया  ,False,,False,True
item_0553,नरम,नरम,soft,विस्तृत शब्द,descriptive words,19_36,,नरम ,False,,False,True
item_0554,नीचा,नीचा,low,विस्तृत शब्द,descriptive words,19_36,,नीचा ,False,,False,True
item_0555,नीला,नीला,blue,विस्तृत शब्द,descriptive words,19_36,,नीला ,False,,False,True
item_0556,पीला,पीला,yellow,विस्तृत शब्द,descriptive words,19_36,,पीला ,False,,False,True
item_0557,पुराना,पुराना,old,विस्तृत शब्द,descriptive words,19_36,,पुराना ,False,,False,True
item_0558,पूरा,पूरा,whole/full,विस्तृत शब्द,descriptive words,19_36,,पूरा ,False,,False,True
item_0559,बड़ी,बड़ी,big/feminine,विस्तृत शब्द,descriptive words,19_36,,बड़ी ,False,,False,True
item_0560,बहादुर,बहादुर,brave,विस्तृत शब्द,descriptive words,19_36,,बहादुर ,False,,False,True
item_0561,बुरा,बुरा,bad,विस्तृत शब्द,descriptive words,19_36,,बुरा ,False,,False,True
item_0562,भरता,भरता,filling/full,विस्तृत शब्द,descriptive words,19_36,,भरता ,False,,False,True
item_0563,महंगा,महंगा,expensive,विस्तृत शब्द,descriptive words,19_36,,महंगा,False,,False,True
item_0564,मुलायम,मुलायम,soft,विस्तृत शब्द,descriptive words,19_36,,मुलायम ,False,,False,True
item_0565,मोटा,मोटा,fat/thick,विस्तृत शब्द,descriptive words,19_36,,मोटा ,False,,False,True
item_0566,लंबा,लंबा,long/tall,विस्तृत शब्द,descriptive words,19_36,,लंबा ,False,,False,True
item_0567,लाल,लाल,red,विस्तृत शब्द,descriptive words,19_36,,लाल ,False,,False,True
item_0568,सच में,सच में,really,विस्तृत शब्द,descriptive words,19_36,,सच में ,False,,False,True
item_0569,सफेद,सफेद,white,विस्तृत शब्द,descriptive words,19_36,,सफेद ,False,,False,True
item_0570,सस्ता,सस्ता,cheap,विस्तृत शब्द,descriptive words,19_36,,सस्ता ,False,,False,True
item_0571,सीधा,सीधा,straight,विस्तृत शब्द,descriptive words,19_36,,सीधा ,False,,False,True
item_0572,सूखा,सूखा,dry,विस्तृत शब्द,descriptive words,19_36,,सूखा ,False,,False,True
item_0573,हरा,हरा,green,विस्तृत शब्द,descriptive words,19_36,,हरा ,False,,False,True
item_0574,हल्का,हल्का,light,विस्तृत शब्द,descriptive words,19_36,,हल्का ,False,,False,True
item_0575,अब,अब,now,समय के बारे में शब्द,time words,8_18;19_36,अब ,अब ,False,,True,True
item_0576,आज,आज,today,समय के बारे में शब्द,time words,8_18;19_36,आज,आज,False,,True,True
item_0577,कल,कल,yesterday/tomorrow,समय के बारे में शब्द,time words,8_18;19_36,कल ,कल ,False,,True,True
item_0578,घड़ी,घड़ी,clock/watch,समय के बारे में शब्द,time words,8_18;19_36,घड़ी ,घड़ी ,False,,True,True
item_0579,दोपहर,दोपहर,afternoon,समय के बारे में शब्द,time words,8_18;19_36,दोपहर ,दोपहर ,False,,True,True
item_0580,पहले,पहले,before,समय के बारे में शब्द,time words,8_18;19_36,पहले,पहले ,False,,True,True
item_0581,बाद,बाद,after,समय के बारे में शब्द,time words,8_18,बाद ,,False,,True,False
item_0582,रात,रात,night,समय के बारे में शब्द,time words,8_18;19_36,रात ,रात ,False,,True,True
item_0583,शाम,शाम,evening,समय के बारे में शब्द,time words,8_18;19_36,शाम ,शाम ,False,,True,True
item_0584,सुबह,सुबह,morning,समय के बारे में शब्द,time words,8_18;19_36,सुबह ,सुबह ,False,,True,True
item_0585,अगला,अगला,next,समय के बारे में शब्द,time words,19_36,,अगला ,False,,False,True
item_0586,कभी-कभी,कभी-कभी,sometimes,समय के बारे में शब्द,time words,19_36,,कभी-कभी ,False,,False,True
item_0587,घड़ी की सुई,घड़ी की सुई,clock hand,समय के बारे में शब्द,time words,19_36,,घड़ी की सुई ,False,,False,True
item_0588,तब,तब,then,समय के बारे में शब्द,time words,19_36,,तब ,True,,False,True
item_0589,देर,देर,late/delay,समय के बारे में शब्द,time words,19_36,,देर ,False,,False,True
item_0590,बार-बार,बार-बार,again and again,समय के बारे में शब्द,time words,19_36,,बार-बार,False,,False,True
item_0591,बीच,बीच,middle/between,समय के बारे में शब्द,time words,19_36,,बीच ,False,,False,True
item_0592,समय,समय,time,समय के बारे में शब्द,time words,19_36,,समय ,False,,False,True
item_0593,हमेशा,हमेशा,always,समय के बारे में शब्द,time words,19_36,,हमेशा ,False,,False,True
item_0594,आप,आप,you/respectful,सर्वनाम,pronouns,8_18;19_36,आप,आप,False,,True,True
item_0595,उसका,उसका,his/its,सर्वनाम,pronouns,8_18;19_36,उसका ,उसका ,False,,True,True
item_0596,उसकी,उसकी,her/its,सर्वनाम,pronouns,8_18;19_36,उसकी,उसकी,False,,True,True
item_0597,तुम,तुम,you,सर्वनाम,pronouns,8_18;19_36,तुम,तुम,False,,True,True
item_0598,तू,तू,you/informal,सर्वनाम,pronouns,8_18;19_36,तू,तू,False,,True,True
item_0599,मुझे,मुझे,me/to me,सर्वनाम,pronouns,8_18;19_36,मुझे ,मुझे ,False,,True,True
item_0600,मेरा,मेरा,my,सर्वनाम,pronouns,8_18;19_36,मेरा ,मेरा ,False,,True,True
item_0601,मैं,मैं,I,सर्वनाम,pronouns,8_18;19_36,मैं ,मैं ,False,,True,True
item_0602,ये,ये,these/this,सर्वनाम,pronouns,8_18;19_36,ये ,ये ,False,,True,True
item_0603,वह,वह,that/he/she,सर्वनाम,pronouns,8_18;19_36,वह ,वह ,False,,True,True
item_0604,सब,सब,all,सर्वनाम,pronouns,8_18;19_36,सब ,सब ,False,,True,True
item_0605,हम,हम,we,सर्वनाम,pronouns,8_18;19_36,हम ,हम ,False,,True,True
item_0606,उनका,उनका,their,सर्वनाम,pronouns,19_36,,उनका ,False,,False,True
item_0607,उन्हें,उन्हें,them,सर्वनाम,pronouns,19_36,,उन्हें ,False,,False,True
item_0608,उसे,उसे,him/her,सर्वनाम,pronouns,19_36,,उसे ,False,,False,True
item_0609,तुम्हारा,तुम्हारा,your,सर्वनाम,pronouns,19_36,,तुम्हारा ,False,,False,True
item_0610,तुम्हें,तुम्हें,to you,सर्वनाम,pronouns,19_36,,तुम्हें,False,,False,True
item_0611,यह,यह,this,सर्वनाम,pronouns,19_36,,यह ,False,,False,True
item_0612,वे,वे,they,सर्वनाम,pronouns,19_36,,वे ,False,,False,True
item_0613,हमारा,हमारा,our,सर्वनाम,pronouns,19_36,,हमारा ,False,,False,True
item_0614,तुम लोग,तुम लोग,you people,सर्वनाम,pronouns,19_36,,तुम लोग ,False,,False,True
item_0615,कब,कब,when,प्रश्न शब्द,question words,8_18;19_36,कब,कब ,False,,True,True
item_0616,कहाँ,कहाँ,where,प्रश्न शब्द,question words,8_18;19_36,कहाँ ,कहाँ ,False,,True,True
item_0617,कौन,कौन,who,प्रश्न शब्द,question words,8_18;19_36,कौन,कौन ,False,,True,True
item_0618,क्या,क्या,what,प्रश्न शब्द,question words,8_18;19_36,क्या ,क्या ,False,,True,True
item_0619,क्यों,क्यों,why,प्रश्न शब्द,question words,8_18;19_36,क्यों ,क्यों ,False,,True,True
item_0620,किसका,किसका,whose,प्रश्न शब्द,question words,19_36,,किसका ,False,,False,True
item_0621,किससे,किससे,from whom/with whom,प्रश्न शब्द,question words,19_36,,किससे ,False,,False,True
item_0622,कैसे,कैसे,how,प्रश्न शब्द,question words,19_36,,कैसे ,False,,False,True
item_0623,आसपास,आसपास,nearby/around,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,आसपास ,आसपास ,False,,True,True
item_0624,उधर,उधर,there/that side,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,उधर,उधर,False,,True,True
item_0625,ऊपर,ऊपर,up/above,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,ऊपर,ऊपर,False,,True,True
item_0626,दूर,दूर,far,पूर्वसर्ग,prepositions / spatial words,8_18,दूर ,,False,,True,False
item_0627,निकट,निकट,near,पूर्वसर्ग,prepositions / spatial words,8_18,निकट ,,False,,True,False
item_0628,नीचे,नीचे,down/below,पूर्वसर्ग,prepositions / spatial words,8_18,नीचे .1,,True,,True,False
item_0629,पीछे,पीछे,behind,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,पीछे ,पीछे ,False,,True,True
item_0630,बाहर,बाहर,outside,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,बाहर .1,बाहर .1,True,,True,True
item_0631,में,में,in,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,में ,में ,False,,True,True
item_0632,सामने,सामने,front,पूर्वसर्ग,prepositions / spatial words,8_18;19_36,सामने ,सामने ,False,,True,True
item_0633,इस तरफ,इस तरफ,this side,पूर्वसर्ग,prepositions / spatial words,19_36,,इस तरफ ,False,,False,True
item_0634,उस ओर,उस ओर,that way,पूर्वसर्ग,prepositions / spatial words,19_36,,उस ओर ,False,,False,True
item_0635,के बारे में,के बारे में,about,पूर्वसर्ग,prepositions / spatial words,19_36,,के बारे में ,False,,False,True
item_0636,के बीच,के बीच,between,पूर्वसर्ग,prepositions / spatial words,19_36,,के बीच ,False,,False,True
item_0637,के साथ,के साथ,with,पूर्वसर्ग,prepositions / spatial words,19_36,,के साथ ,False,,False,True
item_0638,के सामने,के सामने,in front of,पूर्वसर्ग,prepositions / spatial words,19_36,,के सामने ,False,,False,True
item_0639,पर,पर,on,पूर्वसर्ग,prepositions / spatial words,19_36,,पर ,False,,False,True
item_0640,पास,पास,near,पूर्वसर्ग,prepositions / spatial words,19_36,,पास ,False,,False,True
item_0641,बगल में,बगल में,beside,पूर्वसर्ग,prepositions / spatial words,19_36,,बगल में ,False,,False,True
item_0642,से,से,from/by,पूर्वसर्ग,prepositions / spatial words,19_36,,से ,False,,False,True
item_0643,हर जगह,हर जगह,everywhere,पूर्वसर्ग,prepositions / spatial words,19_36,,हर जगह ,False,,False,True
item_0644,अधिक,अधिक,more,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,अधिक ,अधिक .1,True,,True,True
item_0645,अन्य/दूसरा,अन्य/दूसरा,other/another,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,अन्य/दूसरा ,अन्य/दूसरा ,False,,True,True
item_0646,एक,एक,one,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,एक ,एक ,False,,True,True
item_0647,कुछ,कुछ,some,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,कुछ ,कुछ .1,True,,True,True
item_0648,कोई,कोई,someone/any,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,कोई ,कोई ,False,,True,True
item_0649,थोड़ा,थोड़ा,a little,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,थोड़ा ,थोड़ा ,False,,True,True
item_0650,नहीं,नहीं,no/not,परिमाणक और निर्धारक,quantifiers and determiners,8_18;19_36,नहीं ,नहीं ,False,,True,True
item_0651,हर/सभी,हर/सभी,every/all,परिमाणक और निर्धारक,quantifiers and determiners,8_18,हर/सभी ,,False,,True,False
item_0652,इतना,इतना,this much,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,इतना ,False,,False,True
item_0653,कम,कम,less,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,कम ,False,,False,True
item_0654,कितना,कितना,how much,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,कितना ,False,,False,True
item_0655,कितने,कितने,how many,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,कितने ,False,,False,True
item_0656,प्रत्येक,प्रत्येक,each,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,प्रत्येक ,False,,False,True
